Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Feature_10	Target
4.996256911	4.876862549	2.89110465	-0.059677308	0.745954248	-1.266921795	1.786820461	2.395159713	0.498159434	3.413401462	0
-1.05422353	1.442798855	-0.12376464	-2.945607787	1.537400998	-3.195169419	0.57468478	-1.54902012	0.83092989	0.456653442	1
2.910905687	2.237906347	0.135845411	1.151081158	-1.337958272	1.4419678	-3.420297835	1.428839354	-1.418896745	6.137670497	1
3.839364644	1.851043417	0.461509849	1.442242919	-1.538341347	-3.26419099	1.018292746	0.307571538	1.157009147	-3.269683538	0
1.558069546	1.673591677	-0.792378206	0.36500918	-0.534898603	2.162132012	-2.158568572	1.518462049	-0.658077299	5.412048845	1
-3.105977273	0.458997506	1.610995384	-1.354044656	3.804513577	-1.602727432	0.848675348	-2.193260705	1.469368112	0.01413787	1
-0.023206197	2.040548404	-0.874669969	-2.143431391	1.064254667	-0.390069696	2.356778109	-0.204485834	1.295467964	0.329731307	1
-0.990188132	1.841345679	1.268861987	-0.535874868	-0.347626587	0.528969114	2.555679558	-2.750753467	1.415179092	-3.790303702	0
0.214921106	-1.97835363	1.391610696	-0.15680098	-0.135548711	-0.731270799	0.139465477	2.596853906	-0.474617112	-0.58780827	0
-4.018407207	-0.344833878	-2.29304722	-1.858898955	3.403726845	-1.093018586	-0.305959528	-2.751263358	1.4852805	0.955346414	1
-0.590139088	-0.595727321	0.343030934	-1.772788173	1.282714385	-1.370611753	-3.849527735	1.451848878	-1.854911774	6.671669335	0
5.330850274	1.160832397	1.404970513	2.633298295	-3.458787566	-3.236789876	-0.149157505	-0.667495546	-1.765948601	-3.488677337	0
-1.494337545	1.206341684	0.112309175	-0.798269886	3.214230679	1.7326047	3.284375963	-0.598053072	1.363510411	0.396084495	1
-5.669996	-2.428834804	3.562208387	-3.226080231	0.862861738	0.587160803	0.889863213	2.342965628	3.36114442	-2.88756151	0
0.170884832	1.65064052	1.357584793	-1.40484067	-0.449796282	-1.79336774	-0.29961833	0.321714365	1.477680353	-0.073118264	1
3.896022757	5.183691286	-0.822920246	0.491060333	-2.822812101	0.359531159	0.902971458	-2.138300523	0.460302471	-0.232316337	1
0.372098543	0.01704621	0.273324787	-0.612608198	-1.144465344	-1.152238439	3.503159554	-0.828890404	0.842020021	-5.749856788	1
-3.847600345	-2.065499096	0.726480553	-3.083811357	1.891736411	-1.258349699	-0.88186147	0.913863112	0.61707921	1.243865145	0
0.637619489	0.99635099	-1.991275685	-0.840947528	-3.711206739	-2.064387071	2.564443058	-4.344077632	0.323216291	-7.815322606	1
-0.086408192	1.191380809	0.806492102	0.591825237	2.016270625	-1.464676622	0.723578883	-3.366985202	-0.625416716	-0.370894983	1
-3.666720375	-0.714665349	-2.761815571	-2.375221482	1.659408454	-1.762790593	-0.972725409	-2.194611939	1.513174695	0.051911495	1
-1.393105135	-0.318704963	1.390115212	0.084678387	0.802547299	-0.742850848	2.259993674	-1.628530175	1.21642404	-4.323232672	1
1.367446119	0.188422458	-0.621190173	1.522483001	-0.996278623	0.057382713	0.271209697	-2.49341606	-1.911697679	-1.431318088	1
0.689764797	4.669440606	-2.77209361	-1.241053045	1.3146466	0.350710891	-2.156236818	-0.482292772	2.0879069	6.74806369	1
-0.867094602	-0.542531892	-0.326312162	-0.746050216	-2.351035723	-1.616360336	0.71987783	-1.273962643	1.421708564	-5.476601623	1
0.2319304	1.902505783	2.446485125	1.744759441	-1.901541382	-0.587590193	0.01686396	-4.259848877	0.487598372	-4.547191726	0
0.582841051	-0.838457835	-2.468228653	1.239876909	-0.566530582	0.36082675	-0.112499961	-1.230889544	-1.050038733	-0.84644302	1
-2.261918161	-1.532205743	-1.709405005	-1.189616837	1.002857545	-0.408388428	-3.624256189	0.75670606	-0.073511475	4.131143521	1
3.388757879	4.481229213	2.695579498	0.150133205	-1.901208259	0.618515768	3.872301458	-0.442760298	1.185392638	-2.939657284	0
-1.729598223	-0.537760533	0.464500659	-0.477566346	0.564795001	-0.081050434	0.355091193	0.051218706	1.5037731	-1.443267993	0
1.311035077	1.822543417	1.620225313	0.075158341	0.464024865	-1.246928006	1.844035172	0.409100879	1.575626439	-1.530838594	1
-2.004569494	0.257458906	-0.954962087	-2.933296808	-2.503888066	-2.35611101	-1.928078761	1.269057165	3.869343997	-2.066303611	1
3.702561658	2.586188052	1.799273222	1.371768218	0.6810257	-1.631056324	1.332448921	2.078252905	1.397733555	0.356388928	0
-1.065498779	1.055772792	-2.223755411	-1.083215623	0.754116053	-0.254840353	0.455751676	-3.371555173	-0.374739112	0.234395975	1
-3.671116363	-0.60349422	1.74165344	-1.257920031	2.191931641	2.200848409	-3.784097981	1.679141475	0.608550207	6.417979029	0
-3.807110443	-0.031627945	-1.544537845	-2.197648232	2.358557736	2.315866159	2.598985929	-2.859161533	0.25444258	-0.258672912	1
-1.502276446	1.563218165	1.675080953	-0.405461844	1.377107975	-0.860170674	-1.237217347	-1.13665283	1.828067785	1.065968491	0
1.905925694	1.533158695	0.548578367	0.20653133	0.139917624	-1.308242881	1.336151906	1.15E-05	0.311327581	-0.676268105	0
-2.673144956	1.479846194	-2.575983425	-2.38278725	2.620841056	1.313384298	-1.517939818	1.133477684	2.785770595	5.634610094	1
3.197477894	3.397323712	-1.783721165	0.959851206	0.685779814	-2.652491309	-7.015644249	-1.283038399	-2.180160225	10.25268438	0
-2.775411615	0.735464494	-1.573835898	-2.591038935	0.335301671	-3.235592067	-1.960392393	-1.641964984	2.951677961	-0.460275286	1
2.152137824	1.436285143	-0.410030557	0.389542691	-3.274264161	1.045184865	1.140724208	-1.007478992	-0.793169567	-2.362345944	1
-1.989506235	-1.062115277	0.616231727	-1.306012421	1.507754683	1.174343828	0.703846522	1.542574233	0.544091372	1.063666986	0
0.464081647	0.255723039	-1.968035204	-2.070350448	1.383723229	-3.953401364	-2.091796695	-0.880013631	-1.631948661	3.940086968	0
-5.012040757	-0.923304477	1.112523704	-0.641249644	-1.142195603	0.197825541	-2.009492328	-4.813350911	1.086309305	-3.856677123	0
1.532605163	1.316136358	1.450361542	2.964801588	-3.779201715	0.633686632	3.989082063	-2.166288741	2.972317173	-10.90044883	0
1.587486159	2.684202819	2.543841528	0.38410001	0.039883812	-3.689881517	-1.496327917	-0.462416763	1.816741084	-0.018543619	1
-4.056001806	-1.913863954	2.633383256	-2.532987912	2.063222354	0.227314647	-1.952299586	2.813506248	1.239016494	3.132953675	0
0.726092174	3.020940614	0.74632683	-1.589124665	-3.12224799	-2.344843391	-0.307911312	-2.176224309	1.631312006	-2.918116644	1
-1.348043936	-1.05667871	2.060679821	0.615737158	1.427408335	-1.271281383	-0.851903614	1.807536384	2.349402584	-0.826294851	0
-3.644644105	-0.368317606	2.579023608	-0.925080821	0.87386713	-0.347966315	-2.319783135	0.848420092	3.238626242	0.161272916	0
-4.888196504	-2.295151519	2.500584245	-2.896506298	-0.724878125	-0.481278253	0.212470907	0.660782651	2.57714655	-4.274546479	0
-0.354748617	2.227017609	-0.976302531	-1.98407632	-1.212060434	-1.347822305	-1.897303708	-0.800005969	1.502947902	1.475568183	1
-1.210399083	0.96851455	-0.589835489	-1.922318796	1.450577935	-0.075616095	1.765014095	-1.553090714	0.133428414	0.295887696	1
-0.174781635	1.841434112	0.688783417	-1.013392565	1.404152031	-0.608518577	-0.034146316	-1.415895893	-0.21662175	2.241224619	1
-0.925769449	-0.461314326	-0.815915675	-1.576649877	3.469413205	-0.06042845	-1.482399291	1.914509646	-0.956755489	6.832666945	0
-2.949621335	-2.413444994	1.966359742	-0.888123223	-0.391638699	-1.11670283	1.226516689	0.790648845	2.436843397	-5.704046245	0
-2.869867087	1.06281455	2.32747365	-0.968481553	-0.287178098	-0.31356265	-4.877228234	0.271198654	2.62564145	3.01931648	0
1.708083787	1.688915467	-2.433762618	-1.014257461	1.237596114	-3.131939196	-5.509451857	-1.332279205	-3.063155116	9.183572053	0
-3.718272769	-1.351272507	0.376582869	-3.112499012	0.04857745	-1.389941606	1.162668542	-2.120766102	0.495821761	-3.448595804	1
1.616690961	1.165261561	0.785709386	0.286685665	-1.799461527	-1.10846386	-4.665059596	0.73438341	-0.996399327	4.334346681	1
-1.366148323	0.848587565	0.114519017	-5.501651152	-2.402129595	-3.560177146	1.15200972	2.761838687	4.041402416	-3.245319454	1
0.241768819	2.569064204	2.978324692	0.580942271	-0.660165841	-0.502485974	-0.472538444	-2.200806471	0.924161228	-1.068274166	0
1.19142013	1.362675347	1.094817568	0.737310166	-1.549522675	-0.629912087	1.67679131	-1.464990235	0.77514206	-4.04388607	0
2.92203708	3.386603464	2.731962879	2.99577554	2.263265364	-1.142159949	-0.272087724	-2.012011756	-0.412752421	2.217476255	1
-1.898524146	2.204561193	-1.198037478	-3.009566418	-0.400777362	-0.518617439	-0.23360056	-0.428428964	3.136019009	0.31919472	1
0.130485115	1.394996481	0.02678761	0.474957475	2.081398559	0.932561663	-5.071049967	2.526497044	0.429343628	9.297245179	1
-0.827937237	2.148830385	-2.02528735	-1.978279845	-0.696964958	-1.838882149	-1.587887906	-0.856777719	2.728382214	0.629841051	1
-0.803302824	1.592184422	-2.26882239	-1.912591798	-1.286740405	-2.534184293	-0.737515554	-2.665309646	1.629095198	-1.695787038	1
-6.260732884	-1.118169803	0.57212421	-3.514579101	2.896384177	1.2719567	-0.705822806	-0.015147036	2.373160663	2.015533838	0
-2.716369979	-0.87850155	2.303923161	-2.445366223	0.63899403	-3.369323553	0.930176094	-0.718560452	1.812479722	-3.899214598	1
2.848652778	2.935608939	-1.360965095	1.446957235	2.725720358	2.264946417	5.365572836	-1.273958331	-0.511856506	0.369710675	1
-3.792104522	1.765657543	0.048518646	-3.755334854	3.752908769	1.197591549	1.222107283	0.840040728	3.204599564	3.682827312	1
0.218826492	2.013397801	2.482641985	0.413467142	-1.338269915	1.001383977	1.070816214	-1.467093511	0.878042158	-2.373665295	0
0.169567571	0.963117405	-1.026438439	-1.14118325	-2.710860861	-0.490670287	0.5563444	-1.025438466	0.963344578	-3.00940514	1
-3.078442413	-0.374123998	2.348770774	-0.950228254	2.080831331	0.513265628	-1.302481871	2.117745096	2.818861461	1.82306676	0
-1.765856374	2.421682485	-0.071768683	-2.259218453	2.299179781	-0.935256722	2.321763155	-3.976744675	0.609405687	-0.368110983	0
-2.193053121	-1.411910201	-1.179041444	-0.905612289	0.630175872	0.003718698	-2.055526761	1.152115924	1.055034839	1.710821555	1
-3.016309396	-0.731955765	-1.057342641	-2.436048887	-0.801275451	-1.5166093	0.505404964	-1.205185683	2.332206386	-3.883996011	1
0.637268737	-0.100148179	0.670305736	1.100640448	2.61544354	-0.381208677	-3.06550921	2.191188237	-0.553579309	6.230686121	0
2.376651134	1.110392914	0.22644272	0.061796138	-0.751132467	-2.268374857	0.48375554	0.62929778	0.218440317	-0.828796196	0
-0.192349956	1.537094991	2.134041676	2.46271436	2.821277387	-1.621458188	0.151135302	-4.01341173	0.435192767	-1.137768233	1
-0.789572668	-0.291407315	-0.237439143	-0.435518678	-0.118368089	0.830452349	-2.009117424	1.474124979	0.440996858	2.616372594	1
0.577821743	-0.033378729	1.010124988	-0.221162038	-2.073552568	0.681903047	-2.541798527	1.521897507	-0.858924921	2.217124439	1
-2.566503959	1.627465547	0.273145444	-2.398517842	2.573614996	2.227673305	0.375561433	-0.023853307	1.037553795	4.291685618	1
-2.571754044	-0.107173072	1.112333945	-2.265249281	-0.288998563	1.136788188	-1.468447585	0.716607195	0.624308463	1.983282714	0
-1.955069443	-2.7814094	-1.709422119	-0.370331532	-0.545601693	1.505982959	0.93763823	0.631121417	0.059924532	-2.429458221	1
-0.521541882	-1.675496322	2.917432172	0.308227111	-1.772316037	0.902191957	-1.33065864	2.057869238	-0.44259355	-0.707487664	1
1.487384385	0.80341107	3.675849867	3.588979118	0.874472096	-1.839403211	-0.069061205	-3.528637517	-1.16952797	-2.646770533	1
-3.906639552	0.44116661	0.651206577	-2.392906393	2.548738141	0.921527295	0.325686655	-1.407479607	1.257711051	1.597414665	1
6.381329924	2.716024507	0.906328111	1.280464752	-1.378800746	-2.608882408	2.739440643	2.289446213	-0.176845096	-1.423163248	0
-5.574245595	-2.297486131	-0.650959705	-0.634776128	-0.413977333	1.331767003	0.43967575	-1.520128867	3.854893768	-6.017129939	0
-0.026334584	-2.465933848	-0.772128571	0.184275363	3.448005853	-1.45830008	-0.361301475	1.889757488	-1.628229756	3.257079998	0
0.059777914	1.401414825	-3.428120191	-0.508980674	-0.473291455	-2.955032632	-0.326907796	-5.268769808	-0.416009391	-1.940771003	1
-0.202118223	2.134317865	2.03986021	1.062503958	3.81485867	0.590307109	-0.19135428	-2.072110261	-0.642548371	4.097202997	1
-0.823289397	0.444927822	0.615701062	-0.478578524	1.344897921	-2.844534404	-3.096641402	0.550371409	1.658527597	2.485572501	0
